sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
K1197ON,"Buy Royal Kundan Kundan Haar","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Hasli Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious kundan/polki with intricate antique work & Pearl Drops giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999866640.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868631.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868642.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868643.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868644.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868655.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868656.jpg,https://srishringarr.com/yn/uploads/2020/09/15999868657.jpg"
K1196ON,"Rent Exquisite Vilandi Necklace Set for wedding","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Choker  Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White, Green & Pink Semi precious kundan/polki with intricate antique work giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999863500.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864891.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864892.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864903.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864904.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864905.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864906.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864907.jpg,https://srishringarr.com/yn/uploads/2020/09/15999864918.jpg"
K1196ON,"Buy Moonlight Kundan Bridal Opulence","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Choker  Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White, Green & Pink Semi precious kundan/polki with intricate antique work giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999857460.jpg,https://srishringarr.com/yn/uploads/2020/09/15999861581.jpg,https://srishringarr.com/yn/uploads/2020/09/15999861582.jpg,https://srishringarr.com/yn/uploads/2020/09/15999861583.jpg,https://srishringarr.com/yn/uploads/2020/09/15999861584.jpg,https://srishringarr.com/yn/uploads/2020/09/15999862545.jpg,https://srishringarr.com/yn/uploads/2020/09/15999862546.jpg,https://srishringarr.com/yn/uploads/2020/09/15999862557.jpg,https://srishringarr.com/yn/uploads/2020/09/15999862558.jpg"
K1195ON,"Rent Exquisite Vilandi Necklace Set for Bride","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan & Meenakari/Enamel Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White  Semi precious kundan/polki & intricate meenakari/enamel work giving it a real look.
6) Comes micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999854660.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856051.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856052.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856053.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856064.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856065.jpg,https://srishringarr.com/yn/uploads/2020/09/15999856066.jpg"
K1184ON,"Rent Classic Bridal Necklace Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Kundan/Polki Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with White Semi precious Kundan/Polki Stones & Green Stones giving it a real look.
6) Comes micro gold polished.
7) It has a copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999347480.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349061.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349072.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349073.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349074.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349075.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349086.jpg,https://srishringarr.com/yn/uploads/2020/09/15999349087.jpg"
K114ON,"Rent Exquisite Vilandi & Polki Necklace Set for Bride","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with Red and White Semi precious kundan/polki.
6) Comes micro gold polished with enamel work.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has matching earrings, with similar pattern as the necklace.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999344610.jpg,https://srishringarr.com/yn/uploads/2020/09/15999346061.jpg,https://srishringarr.com/yn/uploads/2020/09/15999346062.jpg,https://srishringarr.com/yn/uploads/2020/09/15999346063.jpg,https://srishringarr.com/yn/uploads/2020/09/15999346074.jpg,https://srishringarr.com/yn/uploads/2020/09/15999346075.jpg"
K111ON,"Buy Heavy Gold Polished Antique Bridal Jewelry Set","1) Womens Real Look, Traditional Half  Micro Gold Polished, Antique Diamond Jewellery Necklace Set designed by Yosshita & Neha.
2) If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from  is what you need.
3) Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees.
4) So enhance your style quotient on almost any occasion by wearing this jewel set.
5) This necklace is studded with White and Golden diamonds.
6) Comes half micro gold polished.
7) It has alloy metal base.
8) Give a rich yet elegant touch to your attire.
9) Dori attached for locking.
10) The set has matching earrings, with similar pattern as the necklace.",jewellery,1,1,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999341410.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343311.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343312.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343313.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343314.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343325.jpg,https://srishringarr.com/yn/uploads/2020/09/15999343326.jpg"
K1073ON,"Rent Vilandi Necklace","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi precious kundan/polki & pearls giving it a real look.
6) Comes with micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999337590.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338941.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338952.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338953.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338954.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338955.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338956.jpg,https://srishringarr.com/yn/uploads/2020/09/15999338967.jpg"
K1073ON,"Buy Ornate Kundan Bridal Choker Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi precious kundan/polki & pearls giving it a real look.
6) Comes with micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,3,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999329600.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333561.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333572.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333573.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333574.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333575.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333586.jpg,https://srishringarr.com/yn/uploads/2020/09/15999333587.jpg"
K1060,"Rent Vilandi Necklace for wedding","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Hasli Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Multi coloured  Semi precious kundan/polki & Pearl drops with antique finish giving it a real look.
6) Comes with micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,4,,,,1,"https://srishringarr.com/yn/uploads/2020/09/15999049980.jpg,https://srishringarr.com/yn/uploads/2020/09/15999054111.jpg,https://srishringarr.com/yn/uploads/2020/09/15999054112.jpg,https://srishringarr.com/yn/uploads/2020/09/15999054113.jpg,https://srishringarr.com/yn/uploads/2020/09/15999054114.jpg"
